url,status,final_url,elapsed_ms,error
http://www.iiserpune.ac.in/,206,https://www.iiserpune.ac.in/,505,
http://www.itigirlsnsk.com/,200,http://www.itigirlsnsk.com/,5706,
http://www.iucaa.in/,0,,163,self-signed certificate in certificate chain
http://www.jalnadccbank.com/,200,http://www.jalnadccbank.com/,223,
http://www.jnport.gov.in/,200,https://www.jnport.gov.in/,537,
http://www.jnvpalghar.in/,200,https://jnvpalghar.in/,1152,
http://www.kdmc.gov.com/,0,,15,getaddrinfo ENOTFOUND www.kdmc.gov.com
http://www.lbsnaa.gov.in/,404,http://www.lbsnaa.gov.in/,226,
http://www.ltmgh.com/,200,https://ltmgh.com/,242,
http://www.ltmgh.com/frontview/index.aspx,404,http://ltmgh.com/frontview/index.aspx,411,
http://www.mafsu.in/,0,,55,socket hang up
http://www.mahadiscom.in/,0,,545,Parse Error: Data after `Connection: close`
http://www.mahaforest.gov.in/,0,,358,self-signed certificate in certificate chain
http://www.mahasecurity.gov.in/,200,https://www.mahasecurity.gov.in/,554,
http://www.meconlimited.co.in/Home.aspx,0,,8009,timeout of 8000ms exceeded
http://www.mmk.ac.in/,200,https://www.mmk.ac.in/,222,
http://www.msrdc.org/,200,https://msrdc.org/,2951,
http://www.nabcons.com/,0,,8011,timeout of 8000ms exceeded
http://www.nbtindia.gov.in/,404,http://www.nbtindia.gov.in/,62,
http://www.ncl-india.org/,0,,8011,timeout of 8000ms exceeded
http://www.ncra.tifr.res.in/,200,https://www.ncra.tifr.res.in/,755,
http://www.ncrtc.in/,200,https://ncrtc.in/,2034,
http://www.nhb.org.in/,0,,8013,timeout of 8000ms exceeded
http://www.nirdpr.org.in/,200,https://www.nirdpr.org.in/,136,
http://www.nmrda.org/,403,http://www.nmrda.org/,297,
http://www.ofhss.ednl.in/,403,http://www.ofhss.ednl.in/,125,
http://www.pfrda.org.in/,200,https://www.pfrda.org.in/,345,
http://www.pmrda.gov.in/,0,,7996,timeout of 8000ms exceeded
http://www.rcfltd.com/,0,,289,self-signed certificate in certificate chain
http://www.renukamatamultistate.com/,0,,939,certificate has expired
http://www.secl-cil.in/index.php,403,http://www.secl-cil.in/index.php,299,
http://www.shipindia.com/,200,http://www.shipindia.com/,127,
http://www.sspmkbed.com/sspmkbed/,0,,34,getaddrinfo ENOTFOUND www.sspmkbed.com
http://www.tifr.res.in/,200,https://www.tifr.res.in/,1122,
http://www.tiss.ac.in/,200,http://www.tiss.ac.in/,174,
http://www.tiss.edu/,0,,8007,timeout of 8000ms exceeded
http://www.unipune.ac.in/,200,https://www.unipune.ac.in/,152,
http://www.vnmkv.ac.in/,200,http://www.vnmkv.ac.in/,402,
http://www.vpmkale.edu.in/home.php,200,http://www.vpmkale.edu.in/home.php,88,
http://www.westerncoal.in/,200,https://www.westerncoal.in/hi,111,
http://yckmccollege.com/,200,http://yckmccollege.com/,651,
http://zpsolapur.gov.in/,200,https://www.zpsolapur.gov.in/,1105,
http://zpyavatmal.gov.in/,200,https://zpyavatmal.gov.in/,637,
https://abdm.gov.in/,206,https://abdm.gov.in/,61,
https://abitkarcollegeofengineering.com/,200,https://abitkarcollegeofengineering.com/,713,
https://abmp.in/,200,https://abmp.in/,248,
https://abmsppune.org/,200,https://abmsppune.org/,95,
https://acpune.co.in/,200,https://acpune.co.in/,212,
https://acswgadchiroli.in/,200,https://acswgadchiroli.in/,88,
https://acswnagpur.com/,200,https://acswnagpur.com/,383,
https://actrec.gov.in/,200,https://actrec.gov.in/,1587,
https://adarshamv.org/pages/about_society.php,200,https://adarshamv.org/pages/about_society.php,95,
https://adssettings.google.com/,200,https://www.google.com/ads/preferences/html/blocked-cookies.html,5108,
https://aera.gov.in/,0,,8002,timeout of 8000ms exceeded
https://afmc.nic.in/,0,,337,self-signed certificate in certificate chain
https://afscn.edu.in/,0,,334,certificate has expired
https://afsdevlali.com/,200,https://afsdevlali.com/,361,
https://ahilyanagar.maharashtra.gov.in/,200,https://ahilyanagar.maharashtra.gov.in/,272,
https://ahmednagar.nic.in/,200,https://ahilyanagar.maharashtra.gov.in/,1747,
https://aiimsexams.ac.in/advertisement/6a6350f7e5a81c4267f4ff04,200,https://aiimsexams.ac.in/advertisement/6a6350f7e5a81c4267f4ff04,118,
https://aiimskalyani.edu.in/,200,https://aiimskalyani.edu.in/,94,
https://aiimsnagpur.edu.in/,200,https://aiimsnagpur.edu.in/,270,
https://aiimsnagpur.edu.in/recruitment?category=Faculty,200,https://aiimsnagpur.edu.in/recruitment?category=Faculty,494,
https://aiishmysorent.samarth.edu.in/index.php/site/login,403,https://aiishmysorent.samarth.edu.in/index.php/site/login,38,
https://ajmvps.in/,200,https://ajmvps.in/,604,
https://akola.gov.in/,200,https://akola.gov.in/,279,
https://alcpune.com/,200,https://alcpune.com/,123,
https://amravati.gov.in/,200,https://amravati.gov.in/,478,
https://anjumanengg.edu.in/,200,https://anjumanengg.edu.in/,479,
https://aocrecruitment.gov.in/,0,,8024,timeout of 8000ms exceeded
https://apcob.org/,206,https://apcob.bank.in/,2964,
https://api.whatsapp.com/send?text=10th%20and%2012th%20Pass%20Government%20Jobs%20in%20India%202026%3A%20Best%20Career%20Options%2C%20Salary%20%26%20How%20to%20Apply%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2F10th-and-12th-pass-government-jobs-in-india-2026-best-career-options-salary-how-to-apply,200,https://api.whatsapp.com/send?text=10th%20and%2012th%20Pass%20Government%20Jobs%20in%20India%202026%3A%20Best%20Career%20Options%2C%20Salary%20%26%20How%20to%20Apply%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2F10th-and-12th-pass-government-jobs-in-india-2026-best-career-options-salary-how-to-apply,296,
https://api.whatsapp.com/send?text=7th%20Pay%20Commission%20Explained%3A%20What%20Every%20Government%20Job%20Aspirant%20Should%20Know%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2F7th-pay-commission-explained-what-every-government-job-aspirant-should-know,200,https://api.whatsapp.com/send?text=7th%20Pay%20Commission%20Explained%3A%20What%20Every%20Government%20Job%20Aspirant%20Should%20Know%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2F7th-pay-commission-explained-what-every-government-job-aspirant-should-know,320,
https://api.whatsapp.com/send?text=A%20Day%20in%20the%20Life%20of%20an%20IAS%20Officer%3A%20What%20Really%20Happens%20Behind%20the%20Desk%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fa-day-in-the-life-of-an-ias-officer-what-really-happens-behind-the-desk,200,https://api.whatsapp.com/send?text=A%20Day%20in%20the%20Life%20of%20an%20IAS%20Officer%3A%20What%20Really%20Happens%20Behind%20the%20Desk%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fa-day-in-the-life-of-an-ias-officer-what-really-happens-behind-the-desk,617,
https://api.whatsapp.com/send?text=AI%20Is%20Coming%20for%20Jobs%20%E2%80%94%20But%20Should%20Government%20Job%20Aspirants%20Actually%20Be%20Worried%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fai-is-coming-for-jobs-but-should-government-job-aspirants-actually-be-worried,200,https://api.whatsapp.com/send?text=AI%20Is%20Coming%20for%20Jobs%20%E2%80%94%20But%20Should%20Government%20Job%20Aspirants%20Actually%20Be%20Worried%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fai-is-coming-for-jobs-but-should-government-job-aspirants-actually-be-worried,349,
https://api.whatsapp.com/send?text=Are%20We%20Preparing%20Students%20for%20Jobs%20That%20Don%27t%20Exist%20Yet%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fare-we-preparing-students-for-jobs-that-don-t-exist-yet,200,https://api.whatsapp.com/send?text=Are%20We%20Preparing%20Students%20for%20Jobs%20That%20Don%27t%20Exist%20Yet%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fare-we-preparing-students-for-jobs-that-don-t-exist-yet,325,
https://api.whatsapp.com/send?text=Can%20a%20Government%20Employee%20Be%20Fired%3F%20The%20Truth%20About%20%27Permanent%27%20Government%20Jobs%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fcan-a-government-employee-be-fired-the-truth-about-permanent-government-jobs,200,https://api.whatsapp.com/send?text=Can%20a%20Government%20Employee%20Be%20Fired%3F%20The%20Truth%20About%20%27Permanent%27%20Government%20Jobs%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fcan-a-government-employee-be-fired-the-truth-about-permanent-government-jobs,312,
https://api.whatsapp.com/send?text=Can%20a%20Government%20Employee%20Be%20Transferred%20Against%20Their%20Will%3F%20The%20Rules%20Explained%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fcan-a-government-employee-be-transferred-against-their-will-the-rules-explained,200,https://api.whatsapp.com/send?text=Can%20a%20Government%20Employee%20Be%20Transferred%20Against%20Their%20Will%3F%20The%20Rules%20Explained%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fcan-a-government-employee-be-transferred-against-their-will-the-rules-explained,625,
https://api.whatsapp.com/send?text=Can%20Government%20Employees%20Start%20a%20YouTube%20Channel%20or%20Business%3F%20Rules%20Explained%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fcan-government-employees-start-a-youtube-channel-or-business-rules-explained,200,https://api.whatsapp.com/send?text=Can%20Government%20Employees%20Start%20a%20YouTube%20Channel%20or%20Business%3F%20Rules%20Explained%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fcan-government-employees-start-a-youtube-channel-or-business-rules-explained,292,
https://api.whatsapp.com/send?text=Common%20Mistakes%20That%20Lead%20to%20Government%20Job%20Application%20Rejection%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fcommon-mistakes-that-lead-to-government-job-application-rejection,200,https://api.whatsapp.com/send?text=Common%20Mistakes%20That%20Lead%20to%20Government%20Job%20Application%20Rejection%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fcommon-mistakes-that-lead-to-government-job-application-rejection,326,
https://api.whatsapp.com/send?text=From%20Probation%20to%20Promotion%3A%20The%20Career%20Growth%20of%20an%20Income%20Tax%20Inspector%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Ffrom-probation-to-promotion-the-career-growth-of-an-income-tax-inspector,200,https://api.whatsapp.com/send?text=From%20Probation%20to%20Promotion%3A%20The%20Career%20Growth%20of%20an%20Income%20Tax%20Inspector%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Ffrom-probation-to-promotion-the-career-growth-of-an-income-tax-inspector,343,
https://api.whatsapp.com/send?text=Government%20Job%20Salary%20Explained%3A%20What%20You%20Actually%20Take%20Home%20Every%20Month%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fgovernment-job-salary-explained-what-you-actually-take-home-every-month,200,https://api.whatsapp.com/send?text=Government%20Job%20Salary%20Explained%3A%20What%20You%20Actually%20Take%20Home%20Every%20Month%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fgovernment-job-salary-explained-what-you-actually-take-home-every-month,372,
https://api.whatsapp.com/send?text=Government%20Job%20Verification%20Process%20Explained%3A%20What%20Happens%20After%20You%20Get%20Selected%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fgovernment-job-verification-process-explained-what-happens-after-you-get-selected,200,https://api.whatsapp.com/send?text=Government%20Job%20Verification%20Process%20Explained%3A%20What%20Happens%20After%20You%20Get%20Selected%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fgovernment-job-verification-process-explained-what-happens-after-you-get-selected,437,
https://api.whatsapp.com/send?text=Government%20Job%20vs%20Private%20Job%20in%202026%3A%20Which%20Career%20Is%20Better%20for%20You%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fgovernment-job-vs-private-job-in-2026-which-career-is-better-for-you,200,https://api.whatsapp.com/send?text=Government%20Job%20vs%20Private%20Job%20in%202026%3A%20Which%20Career%20Is%20Better%20for%20You%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fgovernment-job-vs-private-job-in-2026-which-career-is-better-for-you,691,
https://api.whatsapp.com/send?text=Government%20Jobs%20That%20No%20Longer%20Exist%3A%20Careers%20Lost%20to%20Time%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fgovernment-jobs-that-no-longer-exist-careers-lost-to-time,200,https://api.whatsapp.com/send?text=Government%20Jobs%20That%20No%20Longer%20Exist%3A%20Careers%20Lost%20to%20Time%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fgovernment-jobs-that-no-longer-exist-careers-lost-to-time,318,
https://api.whatsapp.com/send?text=Group%20A%2C%20B%2C%20C%20%26%20D%20Government%20Jobs%20Explained%3A%20Which%20One%20Is%20Right%20for%20You%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fgroup-a-b-c-d-government-jobs-explained-which-one-is-right-for-you,200,https://api.whatsapp.com/send?text=Group%20A%2C%20B%2C%20C%20%26%20D%20Government%20Jobs%20Explained%3A%20Which%20One%20Is%20Right%20for%20You%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fgroup-a-b-c-d-government-jobs-explained-which-one-is-right-for-you,319,
https://api.whatsapp.com/send?text=Has%20Coaching%20Become%20a%20Second%20Education%20System%20in%20India%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fhas-coaching-become-a-second-education-system-in-india,200,https://api.whatsapp.com/send?text=Has%20Coaching%20Become%20a%20Second%20Education%20System%20in%20India%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fhas-coaching-become-a-second-education-system-in-india,348,
https://api.whatsapp.com/send?text=How%20Does%20the%20Election%20Commission%20of%20India%20Conduct%20the%20World%27s%20Largest%20Election%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fhow-does-the-election-commission-of-india-conduct-the-world-s-largest-election,200,https://api.whatsapp.com/send?text=How%20Does%20the%20Election%20Commission%20of%20India%20Conduct%20the%20World%27s%20Largest%20Election%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fhow-does-the-election-commission-of-india-conduct-the-world-s-largest-election,372,
https://api.whatsapp.com/send?text=How%20India%27s%20District%20Administration%20Works%3A%20Collector%2C%20SP%2C%20CEO%2C%20Tehsildar%20%26%20More%20Explained%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fhow-india-s-district-administration-works-collector-sp-ceo-tehsildar-more-explained,200,https://api.whatsapp.com/send?text=How%20India%27s%20District%20Administration%20Works%3A%20Collector%2C%20SP%2C%20CEO%2C%20Tehsildar%20%26%20More%20Explained%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fhow-india-s-district-administration-works-collector-sp-ceo-tehsildar-more-explained,494,
https://api.whatsapp.com/send?text=How%20Laws%20Are%20Made%20in%20India%3A%20From%20Bill%20to%20Act%20Explained%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fhow-laws-are-made-in-india-from-bill-to-act-explained,200,https://api.whatsapp.com/send?text=How%20Laws%20Are%20Made%20in%20India%3A%20From%20Bill%20to%20Act%20Explained%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fhow-laws-are-made-in-india-from-bill-to-act-explained,302,
https://api.whatsapp.com/send?text=How%20the%20Indian%20Administrative%20Service%20(IAS)%20Evolved%20from%20the%20British-Era%20ICS%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fhow-the-indian-administrative-service-ias-evolved-from-the-british-era-ics,200,https://api.whatsapp.com/send?text=How%20the%20Indian%20Administrative%20Service%20(IAS)%20Evolved%20from%20the%20British-Era%20ICS%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fhow-the-indian-administrative-service-ias-evolved-from-the-british-era-ics,305,
https://api.whatsapp.com/send?text=How%20to%20be%20good%20student%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fhow-to-be-good-student,200,https://api.whatsapp.com/send?text=How%20to%20be%20good%20student%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fhow-to-be-good-student,839,
https://api.whatsapp.com/send?text=Is%20a%20Government%20Job%20Still%20the%20Best%20%E2%80%9CSafe%E2%80%9D%20Career%20Choice%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fis-a-government-job-still-the-best-safe-career-choice,200,https://api.whatsapp.com/send?text=Is%20a%20Government%20Job%20Still%20the%20Best%20%E2%80%9CSafe%E2%80%9D%20Career%20Choice%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fis-a-government-job-still-the-best-safe-career-choice,873,
https://api.whatsapp.com/send?text=ISRO%20Has%20Opened%20Scientist%2FEngineer%20Recruitment%20%E2%80%94%20But%20These%20Aren%E2%80%99t%20Typical%20Space%20Jobs%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fisro-has-opened-scientist-engineer-recruitment-but-these-aren-t-typical-space-jobs,200,https://api.whatsapp.com/send?text=ISRO%20Has%20Opened%20Scientist%2FEngineer%20Recruitment%20%E2%80%94%20But%20These%20Aren%E2%80%99t%20Typical%20Space%20Jobs%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fisro-has-opened-scientist-engineer-recruitment-but-these-aren-t-typical-space-jobs,306,
https://api.whatsapp.com/send?text=Latest%20Government%20Job%20Notifications%202026%3A%20The%20Opportunities%20You%20Can%27t%20Afford%20to%20Miss%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Flatest-government-job-notifications-2026-the-opportunities-you-can-t-afford-to-miss,200,https://api.whatsapp.com/send?text=Latest%20Government%20Job%20Notifications%202026%3A%20The%20Opportunities%20You%20Can%27t%20Afford%20to%20Miss%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Flatest-government-job-notifications-2026-the-opportunities-you-can-t-afford-to-miss,324,
https://api.whatsapp.com/send?text=Maharashtra%20Wants%20to%20Change%20How%20Government%20Exams%20Are%20Conducted%20%E2%80%94%20What%20Could%20Change%20for%20Aspirants%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fmaharashtra-wants-to-change-how-government-exams-are-conducted-what-could-change-for-aspirants,200,https://api.whatsapp.com/send?text=Maharashtra%20Wants%20to%20Change%20How%20Government%20Exams%20Are%20Conducted%20%E2%80%94%20What%20Could%20Change%20for%20Aspirants%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fmaharashtra-wants-to-change-how-government-exams-are-conducted-what-could-change-for-aspirants,308,
https://api.whatsapp.com/send?text=NCERT%20Has%201%2C596%20Vacant%20Posts.%20CBSE%20Has%20933.%20Why%20Are%20India%27s%20Education%20Bodies%20Short-Staffed%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fncert-has-1-596-vacant-posts-cbse-has-933-why-are-india-s-education-bodies-short-staffed,200,https://api.whatsapp.com/send?text=NCERT%20Has%201%2C596%20Vacant%20Posts.%20CBSE%20Has%20933.%20Why%20Are%20India%27s%20Education%20Bodies%20Short-Staffed%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fncert-has-1-596-vacant-posts-cbse-has-933-why-are-india-s-education-bodies-short-staffed,341,
https://api.whatsapp.com/send?text=One%20Nation%2C%20One%20Election%20Explained%3A%20What%20It%20Means%20for%20India%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fone-nation-one-election-explained-what-it-means-for-india,200,https://api.whatsapp.com/send?text=One%20Nation%2C%20One%20Election%20Explained%3A%20What%20It%20Means%20for%20India%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fone-nation-one-election-explained-what-it-means-for-india,294,
https://api.whatsapp.com/send?text=PM-KISAN%20Is%20Continuing%20Until%202030-31%20%E2%80%94%20What%20Actually%20Changes%20for%20Farmers%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fpm-kisan-is-continuing-until-2030-31-what-actually-changes-for-farmers,200,https://api.whatsapp.com/send?text=PM-KISAN%20Is%20Continuing%20Until%202030-31%20%E2%80%94%20What%20Actually%20Changes%20for%20Farmers%3F%20https%3A%2F%2Fwww.searchsarkarinaukri.com%2Fblogs%2Fpm-kisan-is-continuing-until-2030-31-what-actually-changes-for-farmers,309,
